ArrayID	Name	BitVector
CCL4	2881.35	00002000020
CCL5	12024.36	22002000000
CCL7	80.04	00020200022
CCL8	61.31	00002000020
CCNB2	20.0	00220000000
CCR1	626.68	00000000222
CCR2	127.72	20020020020
CCR3	20.0	11111111111
CCR5	306.53	00000000020
CCR6	51.09	20020020000
CCR7	298.01	00000202202
CCR8	20.0	11111111111
CCRL2	90.26	02202000222
CD151	40.87	02022022022
CD180	226.49	22202000000
CD1A	47.68	20220020000
CD1B	20.0	00000002000
CD1C	40.87	20200000000
CD1E	35.76	20000000000
CD209	56.2	00002220020
CD244	136.23	20200222000
CD247	1759.12	00000200000
CD27	267.36	20202222000
CD274	120.91	00000000222
CD276	66.41	20002000000
CD28	160.08	20020020000
CD34	20.0	11111111111
CD38	355.91	00000000222
CD40	107.28	00002000222
CD40LG	68.12	00000000220
CD44	5161.57	02202202000
CD69	795.27	00000000020
CD70	73.23	00222022020
CD74	4396.95	00002000002
CD80	20.0	00000000222
CD83	459.79	00002202002
CD84	424.03	22000000000
CD86	105.58	20002000000
CD99	894.04	02222200000
CDC20	20.0	00220020000
CDH1	20.0	00000000020
CDH11	20.0	11111111111
CDH13	20.0	00000000200
CDH2	20.0	00220000000
CDH4	20.0	00022020020
CDH5	20.0	11111111111
CDKN1A	98.77	00222000222
CEACAM1	20.0	00000000020
CEACAM8	20.0	11111111111
CEBPA	313.34	22002200000
CEBPB	768.02	00000000222
CEBPD	2799.61	20000000000
CEBPG	602.84	00002222222
CETP	51.09	00200200020
CLC	45.98	20000000000
CLDN1	20.0	11111111111
CLEC1B	20.0	11111111111
CLEC5A	873.6	02000000000
CLEC7A	321.85	22002000000
CLEC9A	20.0	00000220000
CLIC4	180.51	00020000000
CMA1	34.06	00200000000
CNKSR1	64.71	20000000000
CNN2	1304.44	02022020000
COL10A1	20.0	00000020000
COL11A1	61.31	20000000000
COL12A1	20.0	00000020000
COL14A1	61.31	00000020000
COL15A1	20.0	00200200000
COL17A1	20.0	11111111111
COL1A2	20.0	11111111111
COL3A1	85.15	20000000000
COL4A1	39.17	00200200020
COL4A2	45.98	20000000000
CPA3	20.0	11111111111
CRABP2	83.44	20000000000
CREM	389.97	00220200220
CRIP1	1948.15	02202202002
CSF1	93.66	00000202222
CSF1R	45.98	02000000000
CSF2	20.0	00002000222
CSF2RA	497.25	20002000200
CSF3	20.0	11111111111
CSF3R	63.01	02200000000
CTGF	20.0	11111111111
CTLA4	52.79	00002000200
CTNNB1	2338.12	00202202000
CTSG	20.0	11111111111
CTSL	842.95	20000000202
CTSS	5990.89	22002000020
CTTNBP2	91.96	20000000000
CX3CL1	20.0	11111111111
CX3CR1	2171.23	20002000220
CXCL1	86.85	00000000222
CXCL10	287.79	00002000000
CXCL11	20.0	00202000222
CXCL13	20.0	11111111111
CXCL16	202.65	22202222000
CXCL2	245.22	00000000222
CXCL3	212.87	00000000222
CXCL5	56.2	00000000002
CXCL6	20.0	11111111111
CXCL8	3743.03	00000000222
CXCL9	91.96	00022000222
CXCR2	166.89	20000000000
CXCR3	676.06	02000000000
CXCR4	9723.71	02220202000
CYBB	2053.73	22002000000
CYP1B1	880.41	22222000202
CYP3A4	20.0	11111111111
CYR61	59.6	00000220020
CYSLTR1	269.06	20000000000
CYTIP	3720.89	00000000222
DAGLB	287.79	22202222000
DAXX	630.08	00000000220
DDR2	20.0	00200000000
DES	20.0	11111111111
DNAJB6	2762.15	02000202002
DPP4	37.46	20020020222
DUSP1	2544.17	00202200000
DUSP2	466.6	00222222000
DUSP6	573.89	00222000220
EDN	52.79	00200200202
EEF1A1	42287.05	00222222000
EGF	20.0	11111111111
EGR2	137.94	00022002022
EGR3	59.6	00002000000
EIF4EBP2	677.76	22222022002
ELANE	54.49	20000000000
ELL2	252.03	00200202002
ELOVL6	185.62	00000000222
EMP1	407.0	20202000002
EN1	42.57	00200220200
ENC1	343.99	00200200000
ENPEP	20.0	00000000020
ENPP2	20.0	00002000000
EPHB6	20.0	00022020000
EPX	20.0	11111111111
ERCC1	160.08	00222020222
ERG	20.0	11111111111
ETS1	2343.23	20000220022
F11R	485.33	22222000000
FABP4	20.0	00000000200
FADD	20.0	01000022002
FAF1	592.62	00020000000
FAS	289.5	00222222222
FASN	98.77	00222020202
FBP1	766.32	22002222000
FBXL7	39.17	00200020000
FCAR	44.28	20000002020
FCER1A	122.61	02000000000
FCER2	37.46	00002222000
FCGR1A	105.58	22002000000
FCGR2A	325.26	22000000020
FCGR2B	473.41	20000000000
FCGR3A	3891.19	22002000222
FCN1	853.17	22002000000
FGF10	20.0	11111111111
FGF18	20.0	11111111111
FGF2	20.0	11111111111
FGF7	44.28	20000000000
FGFR1	103.88	00222020000
FLNB	177.1	00200222000
FLRT2	20.0	00000020000
FLT1	59.6	00222020000
FLT3	68.12	00002222022
FN1	504.07	02000000000
FOSB	112.39	00202202002
FOSL1	20.0	00222000202
FPR1	39.17	11111111111
FPR2	20.0	00000000020
FPR3	573.89	22000000000
FSCN1	126.02	00222002020
FURIN	296.31	00000000222
FUT4	112.39	20000020002
FYN	3402.45	20022222000
FZD4	20.0	02000000000
FZD6	35.76	02022002202
FZD9	20.0	11111111111
GADD45B	674.36	00002220002
GATA1	20.0	11111111111
GATA2	20.0	11111111111
GATA3	618.16	02000202000
GATA6	20.0	00000200000
GCH1	400.19	00000000222
GEM	49.38	00000002202
GLG1	1546.26	22202222020
GNAI3	398.48	00000000222
GPR183	584.1	00222202000
GPR65	328.66	20222220220
GRN	853.17	22002000000
GSN	512.58	22002000000
GTF2H2	490.44	20000020020
GZMA	4405.47	00000000222
HAVCR1	97.07	00000200020
HAVCR2	335.48	00000000222
HBEGF	20.0	00000000200
HDAC5	231.6	22222222000
HDAC6	236.71	20000020000
HDC	20.0	00220000000
HES1	20.0	00220020000
HGF	39.17	11111111111
HIF1A	2145.69	00000200222
HIP1R	228.19	22200000000
HIST1H1C	8492.49	00222220200
HIST2H2AA3	931.5	00222220002
HIVEP1	315.04	00200202002
HLA-DMA	633.49	22002020000
HLA-DQB1	134.53	02002000000
HMGB1	509.17	22222222000
HNF1B	90.26	20000000000
HOXD4	20.0	11111111111
HPGD	34.06	11111111111
HPGDS	20.0	00000020000
HRAS	105.58	00202020202
HSPG2	20.0	11111111111
ICAM1	190.73	00002000222
ICOS	112.39	00000000020
ICOSLG	81.74	00222022000
ID1	47.68	00000020000
ID2	1004.73	00002200222
ID3	61.31	20000000000
IDO1	192.43	00002000222
IDO2	20.0	11111111111
IER3	357.61	20000000000
IFIT1	71.52	00000000202
IFNA2	20.0	11111111111
IFNG	153.26	00000000202
IFNGR1	1975.39	20220222020
IGF1	20.0	11111111111
IGF2	20.0	11111111111
IKBKE	287.79	22022020220
IKZF1	2283.62	22002020022
IL10	20.0	00000000220
IL10RA	2637.83	22002000000
IL12A	63.01	20000000000
IL12B	20.0	00000000222
IL15	103.88	20000000222
IL15RA	20.0	00200000222
IL17RA	451.28	22022020022
IL18	107.28	22200000000
IL18R1	674.36	00022020222
IL1A	35.76	00000000222
IL1B	219.68	00000000222
IL1R1	35.76	00202222000
IL1RL1	20.0	00000000022
IL1RN	68.12	20200000200
IL2	20.0	00000020000
IL21R	294.61	00202002000
IL22	20.0	00000000220
IL23A	45.98	00000000020
IL25	20.0	11111111111
IL27	66.41	00200000220
IL27RA	214.57	00002002222
IL3	56.2	00002000000
IL33	86.85	20000000000
IL3RA	71.52	00002002222
IL4	45.98	00200220220
IL4I1	166.89	00202000020
IL4R	272.47	00202202222
IL5	20.0	00000000200
IL5RA	20.0	00000002000
IL6	20.0	00000000222
IL6R	127.72	20202000200
IL9	20.0	11111111111
INSIG1	1013.24	00022200000
INSR	20.0	11111111111
IRF1	1221.0	00000200222
IRF2	706.71	20002020222
IRF4	241.82	00002202020
IRF5	221.38	22002202222
IRF8	245.22	00002000222
ISG15	257.14	00000000202
ITGA4	643.71	22202002020
ITGA5	1180.13	02000000000
ITGAL	5864.88	02000000202
ITGAM	672.66	20200200220
ITGAX	1541.15	00202202200
ITGB1	2898.38	02002002000
ITGB2	2719.57	20200202220
ITGB7	733.96	00000000202
JAG1	52.79	00202200000
JAK3	275.87	00000000222
JAML	2115.03	20020020000
JUN	1561.58	02222220002
KALRN	20.0	00000000220
KCNAB1	20.0	11111111111
KIAA0101	34.06	00222000200
KIF20A	20.0	00020020000
KIT	134.53	22002022000
KITLG	76.63	02202020000
KLF10	364.43	00000202002
KLK3	20.0	11111111111
KLRK1	6775.94	20002220000
KRBA1	20.0	00200000000
LAG3	245.22	00000000002
LAMB2	20.0	11111111111
LAMB3	69.82	00200220220
LAMP3	280.98	00000000222
LAPTM5	6925.8	22022000000
LAT	606.24	02022000020
LAT2	759.5	22002002222
LDLR	49.38	00000000222
LGALS3	2535.66	22002000000
LIF	20.0	00000000202
LIPA	3887.78	22002000000
LOXL2	52.79	20000000000
LPL	52.79	20000000000
LRP5	42.57	00020020000
LRP6	35.76	00200000020
LST1	219.68	20000000000
LTA	102.18	00000000222
LTA4H	1324.88	22022222020
LTB	257.14	00000000020
LTB4R	172.0	02222220000
LTB4R2	292.9	22200020000
MAFF	132.83	00202202222
MALT1	715.23	00000202000
MAN2B1	389.97	02002020000
MAP2K1	693.09	00022222020
MAP2K2	694.79	02022020000
MAP2K3	553.45	00202202000
MAP2K4	301.42	02002202022
MAP3K14	286.09	20000022002
MAP3K4	514.28	22220222000
MAPK11	47.68	00022020222
MAPK12	20.0	11111111111
MAPK13	328.66	22002222000
MAPK14	1280.6	22200222000
MARCKSL1	166.89	00222000000
MARCO	39.17	00000020000
MERTK	240.11	22000000000
MET	20.0	00200000222
MIF	550.05	00222222000
MMP1	37.46	00000202202
MMP12	20.0	00000020000
MMP13	20.0	11111111111
MMP19	127.72	20202000000
MMP8	20.0	11111111111
MMP9	536.42	20000000000
MOK	47.68	00200202222
MPEG1	873.6	22000000000
MPO	20.0	20000000000
MRC1	366.13	20002000000
MRC2	20.0	00022020000
MS4A1	126.02	22002200202
MSC	66.41	00000000222
MSH2	265.66	22000020222
MX1	650.52	00000000202
MX2	279.28	00000000202
MYC	178.81	00002000000
MYD88	524.5	02002000222
MYH4	20.0	11111111111
MYOD1	63.01	00200000220
NAMPT	890.63	00202202222
NCF2	580.7	22002000222
NCOR1	2024.78	22000000000
NDC80	20.0	00220020200
NDUFA7	407.0	00222000000
NFATC1	202.65	00222222000
NFATC2	2459.02	02200000000
NFIL3	330.37	00000200000
NFKB1	279.28	00222202222
NFKBIA	3986.55	00202202222
NFKBIE	427.43	00002222222
NFKBIZ	674.36	00200200220
NFYC	313.34	22000000022
NGF	20.0	00000000200
NKG7	13260.68	02202200222
NLRP3	71.52	02202022020
NMB	95.36	20220020020
NOD1	214.57	20000020222
NOD2	95.36	00200000000
NOS2	45.98	00200220200
NOX1	20.0	11111111111
NOX3	20.0	11111111111
NOX4	20.0	00000020000
NR1H3	20.0	02002020000
NR2F6	81.74	20222220000
NR4A2	335.48	00200200000
NRIP3	42.57	00200202000
OLR1	137.94	02202000000
OSM	20.0	00000000220
P2RX1	20.0	11111111111
PBX1	44.28	00000200000
PBX3	105.58	20020000000
PDCD1	52.79	20200000000
PDCD1LG2	20.0	00002000020
PDE4A	156.67	00000000220
PDGFA	20.0	00000002000
PDGFB	20.0	11111111111
PDGFRA	20.0	11111111111
PDZK1IP1	20.0	00000200000
PELI1	265.66	00000200000
PF4	20.0	11111111111
PFDN6	539.83	00022000222
PGGT1B	451.28	02000202002
PGLYRP1	37.46	11111111111
PHLDA2	35.76	00000202220
PIK3CG	1748.9	02000000000
PIM2	442.76	00000000020
PLAU	165.18	02000002202
PLAUR	105.58	00200000222
PPARG	81.74	02222222222
PRG2	20.0	00002202000
PRG3	20.0	11111111111
PRKCA	277.58	22220020022
PRKCI	143.05	02200002000
PROK2	35.76	02002002002
PROS1	74.93	20220000000
PRRX1	45.98	20000000000
PSMB8	1839.16	00000000222
PSMB9	1920.9	00000000222
PSME2	1582.02	00000000222
PTAFR	146.45	20002000020
PTGDR	325.26	22002220020
PTGDR2	20.0	00020000000
PTGDS	315.04	00200000000
PTGER2	870.2	00000000020
PTGS1	76.63	02000000000
PTGS2	20.0	00000000020
PTPN14	20.0	11111111111
PTPRB	63.01	22220020020
PTPRC	2935.84	20200000020
PTPRK	61.31	00200220202
PTX3	45.98	02200000000
RAB20	158.37	20202020000
RAB3D	168.59	20000000020
RAD51	20.0	00220000200
RAF1	779.94	22000202002
RAPGEF4	20.0	11111111111
RASAL1	214.57	20000022000
RASGRF2	35.76	20000020000
RETNLB	40.87	00000200020
RGS1	202.65	00000200000
RGS6	83.44	20000000000
RHOC	563.67	00222222222
RHOG	481.93	00222222020
RHOJ	20.0	11111111111
RICTOR	616.46	00000202000
RIPK2	255.44	00202202222
RNASE2	20.0	11111111111
RNASE3	20.0	11111111111
RND3	20.0	11111111111
ROS1	20.0	00000020000
RUNX2	35.76	00000020000
S100A10	957.04	00202202000
S100A4	4221.55	22002000022
S100A8	1006.43	02000000000
S100A9	1617.78	22002000000
S1PR1	355.91	22202202000
SAA1	20.0	11111111111
SCIN	51.09	00000020200
SELE	20.0	11111111111
SELL	962.15	02202200202
SELP	20.0	11111111111
SELPLG	132.83	02000000000
SEMA4A	71.52	00222020200
SEMA4B	64.71	02202022220
SEMA5A	20.0	11111111111
SEMA6D	20.0	11111111111
SERPINB2	664.14	00000000222
SERPINB9	1307.85	00002000000
SERPINE1	49.38	00202002000
SERPINE3	59.6	00200220200
SFRP4	20.0	11111111111
SGPP1	408.7	02000000222
SIGLEC1	126.02	20000000000
SIGLEC5	39.17	00200220220
SIRPA	492.15	22002000000
SKI	716.93	02000000002
SKIL	737.37	02000002002
SLC16A6	338.88	22002020220
SMAD1	49.38	00002020200
SMAD2	1031.97	22222222000
SMAD7	1375.96	02000202002
SMARCD3	165.18	02020000000
SOCS1	187.32	00000000222
SOCS2	61.31	00000000020
SOCS3	100.47	00000000020
SP4	487.04	20000000220
SPHK1	20.0	00202202202
SPRY2	170.29	20002202020
SPTBN1	1181.83	00222222000
SQSTM1	1818.72	00000200022
STAB1	172.0	22000000000
STAT1	5399.98	00000000222
STAT3	953.64	00000000022
STAT4	2261.49	00200000020
STAT5A	733.96	00222022000
STAT5B	779.94	22222222000
STAT6	1157.99	20002020000
STK17A	3162.33	02002202000
SYK	459.79	22000222020
TAP1	466.6	00000000222
TAP2	430.84	00000000222
TAPBP	1501.98	00000000222
TEP1	257.14	02000000000
TFCP2	386.56	22000000220
TGFA	93.66	22222000220
TGFB1	1912.39	02202002000
TGFBR3	1299.33	20000200020
TGM2	35.76	00000002200
THBD	117.5	20000202200
TIGIT	812.3	20000000220
TIMD4	20.0	00000200020
TIMP3	56.2	20000000000
TLR1	681.17	22000000000
TLR10	69.82	00000200020
TLR2	243.52	02202000000
TLR3	85.15	20200000220
TLR4	131.13	22000000000
TLR5	61.31	02200020000
TLR6	110.69	22000000000
TLR7	66.41	00200000020
TLR8	117.5	22002000020
TLR9	76.63	00200220020
TM7SF3	589.21	00220000000
TMEM173	223.08	22222000002
TNC	20.0	00000000200
TNF	235.0	00002000222
TNFAIP3	6874.71	00222202000
TNFAIP6	80.04	00000000220
TNFAIP8	451.28	00002000022
TNFRSF11A	156.67	00000202000
TNFRSF12A	39.17	00002002002
TNFRSF14	137.94	02002220200
TNFRSF1A	749.29	22000000000
TNFRSF1B	594.32	00202200222
TNFRSF4	20.0	00000200020
TNFRSF8	20.0	20000000000
TNFRSF9	76.63	00002002000
TNFSF10	507.47	00000000222
TNFSF4	192.43	00000002222
TNFSF9	98.77	00222020000
TOP2A	34.06	00220000200
TPSAB1	20.0	11111111111
TRAF1	754.4	00222222222
TRAF2	301.42	00002002222
TRAF6	560.26	02000202002
TRAFD1	648.81	00000000222
TREM1	42.57	00200202002
TREM2	148.15	20000000000
TREX1	185.62	00000000202
TSPAN8	20.0	11111111111
TTK	20.0	00220000000
TUBA1A	20.0	00000000200
TUBA4A	216.27	00202000222
TWISTNB	187.32	00200202222
TXN	1859.6	00000000222
TXNDC16	279.28	22200200000
TYROBP	8204.7	22002000000
USP18	47.68	00000000202
VAMP2	888.93	22000222000
VASP	861.68	00002000222
VAV1	814.0	00000000222
VAV2	73.23	00020020020
VCAM1	20.0	00000222200
VEGFA	66.41	00222222000
VEGFC	20.0	00220020000
VRK2	229.89	02000000222
VTCN1	20.0	11111111111
VWA5A	80.04	22000000000
WAS	882.12	02000000020
XCR1	20.0	11111111111
YAP1	49.38	00000020000
YES1	1084.76	00200200020
ZFP92	80.04	00000000022
ZNF148	694.79	22000220020
ZNRF2	1353.83	22000200000
ABCF1	614.76	00002202222
AGK	534.72	00000200220
ALAS1	119.2	20000020220
AMMECR1L	253.74	00200222202
CC2D1B	488.74	02000000020
CNOT10	236.71	20222022200
CNOT4	488.74	22000202002
COG7	291.2	22200222000
DDX50	561.97	20002020020
DHX16	158.37	02022000200
DNAJC14	108.99	22022000220
EDC3	367.83	02000002222
EIF2B4	488.74	22222020000
ERCC3	194.13	22002222202
FCF1	1631.4	22000020000
G6PD	905.96	00000000222
GPATCH3	81.74	22000200000
GUSB	776.53	22222000200
HDAC3	357.61	22222222000
HPRT1	369.53	00222222222
MRPS5	895.74	00002020200
MTMR14	449.57	22000202000
NOL7	521.1	00020000222
NUBP1	536.42	22002000222
POLR2A	716.93	00200202000
PPIA	8632.13	00220000202
PRPF38A	1156.29	00000202000
SAP130	395.08	02000202222
SDHA	252.03	22222222000
SF3A3	335.48	02222202022
TBP	388.27	02222222000
TLK2	529.61	22000202000
TMUB2	156.67	22000000020
TRIM39	154.97	22222222000
TUBB	771.43	00220000222
USP39	384.86	00222200200
ZC3H14	413.81	20222020000
ZKSCAN5	69.82	22220020200
ZNF143	318.45	22002222020
ZNF346	76.63	22020220000
ERCC_00096.1	25.0	00222200200
ERCC_00041.1	13.0	00202200200
ERCC_00019.1	8.0	00000221222
ERCC_00076.1	11.0	02201200220
ERCC_00098.1	29.0	22202222000
ERCC_00126.1	23.0	00002220200
ERCC_00144.1	13.0	22202020200
ERCC_00154.1	21.0	00200222200
ERCC_00117.1	72064.0	20202220200
ERCC_00112.1	23867.0	20200220200
ERCC_00002.1	6935.0	20200220200
ERCC_00092.1	1337.0	20202220200
ERCC_00035.1	206.0	02202220200
ERCC_00034.1	122.0	00200200200
