AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
CCL19	20.0	206.55	123.64	-82.91	0.00	20.00	493.58	167.63	8	3	0	8
YES1	1084.76	1461.00	1185.56	-275.44	-0.12	654.14	2638.43	606.98	8	3	0	8
CDH5	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
NOD1	214.57	160.13	157.73	-2.41	0.00	103.56	232.01	32.57	6	5	0	6
IL15RA	20.0	38.76	34.45	-4.31	0.00	20.00	62.74	16.30	7	4	0	7
ITGA5	1180.13	1852.32	1141.67	-710.65	-0.30	622.75	2720.89	596.34	10	1	0	10
ICAM1	190.73	536.99	473.38	-63.61	0.00	143.30	826.61	246.27	7	4	0	7
IDO1	192.43	1204.96	968.58	-236.38	0.00	97.75	2954.12	930.92	7	4	0	7
CRIP1	1948.15	1817.38	1897.84	80.46	0.00	616.76	4057.03	1021.57	5	6	0	5
F11R	485.33	438.04	431.24	-6.80	0.00	301.89	559.55	84.04	6	5	0	6
EGF	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
ERCC_00002.1	6935.0	5390.78	5344.91	-45.87	0.00	1000.00	6045.00	559.80	6	5	0	6
ERCC_00096.1	25.0	21.75	21.27	-0.48	0.00	12.00	33.00	6.09	6	5	0	6
CD274	120.91	246.70	191.10	-55.60	-0.12	63.91	414.76	116.12	8	3	0	8
C5AR1	153.26	64.56	43.91	-20.65	-0.11	20.00	116.01	27.41	9	2	0	9
TLR9	76.63	31.04	28.75	-2.29	0.00	20.00	44.23	8.84	7	4	0	7
AREG	20.0	43.10	37.75	-5.35	-0.14	20.00	79.74	20.54	7	4	0	7
ERCC_00019.1	8.0	11.30	11.09	-0.21	0.00	6.00	16.00	2.71	6	5	1	5
IL1R1	35.76	33.25	32.68	-0.57	0.00	20.00	45.07	7.57	6	5	0	6
MAFF	132.83	170.99	187.40	16.41	0.00	85.88	288.95	61.81	4	7	0	4
POLR2A	716.93	754.06	670.21	-83.85	0.00	484.49	1106.24	185.88	8	3	0	8
P2RX1	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
ENPP2	20.0	30.00	21.82	-8.18	0.00	20.00	39.99	5.75	10	1	0	10
MAP3K14	286.09	219.22	214.28	-4.94	0.00	192.66	243.67	18.46	7	4	0	7
IFNG	153.26	50166.24	19754.61	-30411.64	0.00	65.79	106518.25	37323.31	9	2	0	9
GZMA	4405.47	15322.39	10558.59	-4763.81	0.00	1000.00	30683.41	9731.21	8	3	0	8
NKG7	13260.68	13443.33	14208.09	764.77	0.14	1000.00	19745.93	3145.54	4	7	0	4
PTGS1	76.63	42.58	25.89	-16.68	-0.20	20.00	62.97	12.40	10	1	0	10
ADAMTS12	81.74	42.77	31.96	-10.81	-0.11	20.00	71.65	15.17	9	2	0	9
NFIL3	330.37	1232.12	888.06	-344.06	-0.40	283.84	1652.63	318.57	10	1	0	10
NOX1	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
PTGS2	20.0	132.75	58.49	-74.26	-0.20	20.00	223.52	57.20	10	1	0	10
NOD2	95.36	99.88	74.83	-25.05	-0.30	46.98	130.49	21.23	10	1	0	10
S100A10	957.04	1127.05	1066.58	-60.46	0.00	766.67	1471.60	235.52	7	4	0	7
CCL18	20.0	44.30	34.67	-9.63	0.00	20.00	74.11	19.70	8	3	0	8
VWA5A	80.04	63.19	52.34	-10.85	-0.33	34.50	85.30	15.65	9	2	0	9
CEACAM8	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
EGR2	137.94	473.65	454.00	-19.65	0.00	91.17	1122.36	269.05	6	5	0	6
LAMB2	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
TLR1	681.17	477.16	374.23	-102.93	-0.22	219.95	646.62	139.52	9	2	0	9
TAP2	430.84	556.02	462.62	-93.41	0.00	279.78	957.43	201.85	8	3	0	8
CCL5	12024.36	13907.05	11699.87	-2207.18	-0.12	1000.00	20741.50	4859.90	8	3	0	8
IL27RA	214.57	273.94	266.57	-7.37	0.00	177.42	418.35	88.42	6	5	0	6
RAB20	158.37	124.15	110.10	-14.06	0.00	54.63	227.27	56.34	7	4	0	7
LAG3	245.22	1097.56	492.38	-605.18	-0.20	162.48	1837.23	484.33	10	1	0	10
DPP4	37.46	164.36	174.91	10.56	0.00	31.02	504.40	140.14	5	6	0	5
SMAD1	49.38	36.27	31.87	-4.40	-0.25	20.00	49.82	9.85	8	3	0	8
ITGAM	672.66	430.75	419.72	-11.03	0.00	156.91	687.28	148.21	6	5	0	6
YAP1	49.38	26.34	21.54	-4.80	-0.10	20.00	32.21	3.64	10	1	0	10
CDKN1A	98.77	414.02	433.53	19.51	0.00	93.99	871.36	252.04	5	6	0	5
TFCP2	386.56	303.51	288.91	-14.60	-0.14	206.99	372.73	57.42	7	4	0	7
CCL7	80.04	51.78	46.24	-5.54	-0.14	20.00	84.86	22.20	7	4	0	7
DAGLB	287.79	195.89	207.93	12.04	0.14	136.26	311.09	50.34	4	7	0	4
ACOT1	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
COL14A1	61.31	32.02	23.08	-8.94	-0.20	20.00	42.94	6.63	10	1	0	10
NR4A2	335.48	731.54	447.64	-283.90	-0.22	38.53	1523.12	419.82	9	2	0	9
SLC16A6	338.88	297.87	304.42	6.55	0.00	193.03	481.69	87.01	5	6	0	5
IRF2	706.71	639.42	648.05	8.63	0.00	471.40	831.91	110.31	5	6	0	5
ADGRE5	2186.56	2417.43	2688.52	271.09	0.00	1000.00	3963.82	1007.17	4	7	0	4
CAMP	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
HAVCR1	97.07	363.17	260.27	-102.90	-0.22	77.07	540.26	145.99	9	2	0	9
CXCL1	86.85	702.75	415.63	-287.12	0.00	20.00	2167.03	643.30	8	3	0	8
MMP19	127.72	84.10	69.97	-14.13	0.00	39.77	146.71	31.20	8	3	0	8
MALT1	715.23	923.50	853.02	-70.47	-0.11	765.79	1061.27	93.41	9	2	0	9
COL10A1	20.0	22.52	20.46	-2.07	0.00	20.00	25.05	1.45	10	1	0	10
CX3CR1	2171.23	1281.49	1169.26	-112.23	0.00	579.93	2091.51	449.28	7	4	0	7
TMEM173	223.08	152.10	154.63	2.54	0.00	108.87	201.13	30.44	5	6	0	5
PFDN6	539.83	575.81	565.49	-10.32	0.00	335.02	757.44	129.47	6	5	0	6
MRPS5	895.74	803.27	776.98	-26.29	-0.25	705.13	931.29	63.50	8	3	0	8
BIRC5	49.38	198.32	114.19	-84.13	-0.22	20.00	392.84	112.79	9	2	0	9
MSH2	265.66	259.59	266.49	6.90	0.00	152.46	441.92	89.54	5	6	0	5
CD27	267.36	103.01	107.10	4.09	0.00	20.84	186.00	51.51	5	6	0	5
IRF8	245.22	709.97	629.48	-80.49	0.00	177.42	1183.31	326.86	7	4	0	7
PRKCA	277.58	185.74	194.72	8.97	0.14	125.23	271.62	39.93	4	7	0	4
OLR1	137.94	70.30	51.53	-18.77	-0.12	20.00	127.82	39.24	8	3	0	8
PRG3	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
CEBPG	602.84	881.35	927.41	46.06	0.14	532.26	1285.91	211.51	4	7	0	4
C1QB	57.9	50.94	43.86	-7.09	0.00	20.00	98.95	27.42	7	4	0	7
CCL24	207.76	252.35	188.33	-64.02	-0.12	40.60	507.42	143.67	8	3	0	8
C3AR1	272.47	165.78	151.87	-13.92	-0.14	66.85	296.84	61.28	7	4	0	7
GPR183	584.1	815.07	787.92	-27.16	0.00	327.52	1213.71	325.61	6	5	0	6
CYTIP	3720.89	7339.20	6226.67	-1112.54	-0.12	1000.00	10703.49	2362.97	8	3	0	8
MX2	279.28	453.30	297.24	-156.06	-0.11	133.38	698.66	199.27	9	2	0	9
MX1	650.52	3484.85	1686.49	-1798.36	0.00	257.66	6910.18	2240.54	9	2	0	9
TGFA	93.66	62.37	66.21	3.84	0.00	39.77	92.12	15.57	4	7	0	4
PTPRB	63.01	95.06	98.86	3.80	0.00	20.84	215.60	52.97	5	6	0	5
CD151	40.87	42.61	46.48	3.87	0.00	20.00	85.07	17.30	4	7	0	4
TMUB2	156.67	146.50	134.36	-12.14	0.00	106.87	208.13	28.02	8	3	0	8
BTLA	64.71	70.61	57.49	-13.13	-0.11	32.29	92.12	18.27	9	2	0	9
ADAMTS2	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
SELL	962.15	394.23	406.55	12.32	0.00	142.24	801.78	173.87	5	6	0	5
ENPEP	20.0	26.14	21.12	-5.02	0.00	20.00	32.27	3.53	10	1	0	10
PTPRC	2935.84	2562.27	2372.95	-189.32	-0.25	1000.00	3285.68	450.37	8	3	0	8
EPX	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
CCL13	34.06	26.11	21.51	-4.60	-0.20	20.00	31.74	3.37	10	1	0	10
TXNDC16	279.28	239.06	221.92	-17.14	-0.14	108.87	341.19	69.22	7	4	0	7
FPR1	39.17	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
SAP130	395.08	377.00	381.24	4.24	0.00	307.37	495.31	55.66	5	6	0	5
CD44	5161.57	4440.28	4339.32	-100.96	0.00	1000.00	6063.28	1177.09	6	5	0	6
RASAL1	214.57	79.39	69.33	-10.06	-0.12	31.63	116.01	22.78	8	3	0	8
GTF2H2	490.44	807.32	716.81	-90.51	-0.12	345.73	1259.82	233.11	8	3	0	8
HDAC6	236.71	168.25	150.30	-17.95	-0.33	115.99	197.89	24.54	9	2	0	9
TIMD4	20.0	24.63	21.68	-2.95	0.00	20.00	31.04	3.65	9	2	0	9
NFKBIZ	674.36	1206.55	1051.74	-154.81	0.00	322.37	2510.07	633.40	7	4	0	7
MAP2K3	553.45	780.96	718.60	-62.35	0.00	416.25	1087.39	233.89	7	4	0	7
TAPBP	1501.98	2231.88	1965.00	-266.88	-0.12	1000.00	3064.92	573.56	8	3	0	8
PROK2	35.76	161.73	124.73	-37.00	0.00	20.00	444.55	142.70	7	4	0	7
CXCL13	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
MAP2K2	694.79	607.03	593.41	-13.62	-0.14	500.96	683.49	55.34	7	4	0	7
MYH4	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
DUSP1	2544.17	1673.86	1268.95	-404.91	0.00	436.27	3166.47	856.19	8	3	0	8
SAA1	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
MAN2B1	389.97	261.60	240.72	-20.88	-0.12	185.85	359.31	48.05	8	3	0	8
PBX1	44.28	26.70	21.40	-5.30	-0.10	20.00	33.18	3.76	10	1	0	10
MRC1	366.13	263.15	159.44	-103.70	-0.33	20.00	483.73	142.35	9	2	0	9
SELP	20.0	20.00	20.00	0.00	0.00	20.00	20.00	0.00	0	0	11	0
TLR10	69.82	35.93	29.06	-6.88	-0.33	20.00	49.24	9.66	9	2	0	9
NFATC1	202.65	176.33	179.67	3.34	0.00	102.07	253.67	43.58	5	6	0	5
NFYC	313.34	305.10	287.10	-18.00	0.00	207.33	406.02	69.56	7	4	0	7
ZC3H14	413.81	424.47	419.97	-4.49	0.00	337.11	486.67	54.48	6	5	0	6
DNAJC14	108.99	113.69	114.99	1.29	0.00	86.70	151.80	17.85	5	6	0	5
CD99	894.04	930.10	920.08	-10.03	0.00	676.26	1151.18	130.18	6	5	0	6
NOS2	45.98	26.52	24.75	-1.78	0.00	20.00	39.15	6.74	7	4	0	7
ZNRF2	1353.83	1096.27	1013.09	-83.18	-0.12	820.86	1354.53	178.34	8	3	0	8
CD40	107.28	130.08	113.92	-16.16	-0.14	20.00	251.01	65.64	7	4	0	7
IL12B	20.0	76.69	50.92	-25.77	0.00	20.00	165.32	51.87	8	3	0	8
VASP	861.68	1116.41	1009.30	-107.12	0.00	596.19	1676.34	396.04	7	4	0	7
