ProbeID	Ptr	Name	Description
KITLG	30185	76.63	
KLF10	30260	364.43	
KLK3	30353	20.0	
KLRK1	30418	6775.94	
KRBA1	30519	20.0	
LAG3	30586	245.22	
LAMB2	30676	20.0	
LAMB3	30742	69.82	
LAMP3	30814	280.98	
LAPTM5	30902	6925.8	
LAT	31001	606.24	
LAT2	31088	759.5	
LDLR	31180	49.38	
LGALS3	31259	2535.66	
LIF	31352	20.0	
LIPA	31432	3887.78	
LOXL2	31524	52.79	
LPL	31598	52.79	
LRP5	31668	42.57	
LRP6	31738	35.76	
LST1	31806	219.68	
LTA	31887	102.18	
LTA4H	31972	1324.88	
LTB	32063	257.14	
LTB4R	32154	172.0	
LTB4R2	32235	292.9	
MAFF	32323	132.83	
MALT1	32409	715.23	
MAN2B1	32500	389.97	
MAP2K1	32590	693.09	
MAP2K2	32685	694.79	
MAP2K3	32776	553.45	
MAP2K4	32868	301.42	
MAP3K14	32958	286.09	
MAP3K4	33050	514.28	
MAPK11	33141	47.68	
MAPK12	33219	20.0	
MAPK13	33286	328.66	
MAPK14	33376	1280.6	
MARCKSL1	33474	166.89	
MARCO	33565	39.17	
MERTK	33633	240.11	
MET	33707	20.0	
MIF	33775	550.05	
MMP1	33873	37.46	
MMP12	33949	20.0	
MMP13	34017	20.0	
MMP19	34083	127.72	
MMP8	34162	20.0	
MMP9	34227	536.42	
MOK	34314	47.68	
MPEG1	34385	873.6	
MPO	34464	20.0	
MRC1	34531	366.13	
MRC2	34613	20.0	
MS4A1	34683	126.02	
MSC	34763	66.41	
MSH2	34840	265.66	
MX1	34928	650.52	
MX2	35018	279.28	
MYC	35105	178.81	
MYD88	35191	524.5	
MYH4	35277	20.0	
MYOD1	35342	63.01	
NAMPT	35415	890.63	
NCF2	35511	580.7	
NCOR1	35597	2024.78	
NDC80	35699	20.0	
NDUFA7	35772	407.0	
NFATC1	35861	202.65	
NFATC2	35950	2459.02	
NFIL3	36052	330.37	
NFKB1	36142	279.28	
NFKBIA	36235	3986.55	
NFKBIE	36342	427.43	
NFKBIZ	36432	674.36	
NFYC	36527	313.34	
NGF	36616	20.0	
NKG7	36681	13260.68	
NLRP3	36791	71.52	
NMB	36868	95.36	
NOD1	36947	214.57	
NOD2	37036	95.36	
NOS2	37113	45.98	
NOX1	37183	20.0	
NOX3	37248	20.0	
NOX4	37313	20.0	
NR1H3	37379	20.0	
NR2F6	37450	81.74	
NR4A2	37526	335.48	
NRIP3	37614	42.57	
OLR1	37685	137.94	
OSM	37759	20.0	
P2RX1	37826	20.0	
PBX1	37892	44.28	
PBX3	37961	105.58	
PDCD1	38037	52.79	
PDCD1LG2	38109	20.0	
PDE4A	38181	156.67	
PDGFA	38270	20.0	
PDGFB	38341	20.0	
PDGFRA	38407	20.0	
PDZK1IP1	38474	20.0	
PELI1	38544	265.66	
PF4	38632	20.0	
PFDN6	38696	539.83	
PGGT1B	38784	451.28	
PGLYRP1	38873	37.46	
PHLDA2	38942	35.76	
PIK3CG	39017	1748.9	
PIM2	39117	442.76	
PLAU	39212	165.18	
PLAUR	39300	105.58	
PPARG	39382	81.74	
PRG2	39459	20.0	
PRG3	39527	20.0	
PRKCA	39592	277.58	
PRKCI	39681	143.05	
PROK2	39770	35.76	
PROS1	39847	74.93	
PRRX1	39925	45.98	
PSMB8	39999	1839.16	
PSMB9	40101	1920.9	
PSME2	40202	1582.02	
PTAFR	40301	146.45	
PTGDR	40378	325.26	
PTGDR2	40463	20.0	
PTGDS	40533	315.04	
PTGER2	40614	870.2	
PTGS1	40710	76.63	
PTGS2	40781	20.0	
PTPN14	40855	20.0	
PTPRB	40922	63.01	
PTPRC	41003	2935.84	
PTPRK	41103	61.31	
PTX3	41177	45.98	
RAB20	41245	158.37	
RAB3D	41328	168.59	
RAD51	41410	20.0	
RAF1	41482	779.94	
RAPGEF4	41571	20.0	
RASAL1	41639	214.57	
RASGRF2	41719	35.76	
RETNLB	41795	40.87	
RGS1	41865	202.65	
RGS6	41951	83.44	
RHOC	42023	563.67	
RHOG	42111	481.93	
RHOJ	42199	20.0	
RICTOR	42264	616.46	
RIPK2	42355	255.44	
RNASE2	42445	20.0	
RNASE3	42512	20.0	
RND3	42579	20.0	
ROS1	42644	20.0	
RUNX2	42710	35.76	
S100A10	42779	957.04	
S100A4	42875	4221.55	
S100A8	42974	1006.43	
S100A9	43060	1617.78	
S1PR1	43153	355.91	
SAA1	43239	20.0	
SCIN	43304	51.09	
SELE	43372	20.0	
SELL	43437	962.15	
SELP	43524	20.0	
SELPLG	43589	132.83	
SEMA4A	43676	71.52	
SEMA4B	43754	64.71	
SEMA5A	43831	20.0	
SEMA6D	43898	20.0	
SERPINB2	43965	664.14	
SERPINB9	44061	1307.85	
SERPINE1	44164	49.38	
SERPINE3	44245	59.6	
SFRP4	44319	20.0	
SGPP1	44385	408.7	
SIGLEC1	44473	126.02	
SIGLEC5	44550	39.17	
SIRPA	44628	492.15	
SKI	44713	716.93	
SKIL	44802	737.37	
SLC16A6	44897	338.88	
SMAD1	44989	49.38	
SMAD2	45063	1031.97	
SMAD7	45160	1375.96	
SMARCD3	45261	165.18	
SOCS1	45343	187.32	
SOCS2	45433	61.31	
SOCS3	45518	100.47	
SP4	45605	487.04	
SPHK1	45691	20.0	
SPRY2	45764	170.29	
SPTBN1	45854	1181.83	
SQSTM1	45951	1818.72	
STAB1	46054	172.0	
STAT1	46130	5399.98	
STAT3	46235	953.64	
STAT4	46334	2261.49	
STAT5A	46432	733.96	
STAT5B	46529	779.94	
STAT6	46625	1157.99	
STK17A	46718	3162.33	
SYK	46821	459.79	
TAP1	46907	466.6	
TAP2	46997	430.84	
TAPBP	47085	1501.98	
TEP1	47186	257.14	
TFCP2	47275	386.56	
TGFA	47364	93.66	
TGFB1	47441	1912.39	
TGFBR3	47539	1299.33	
TGM2	47637	35.76	
THBD	47705	117.5	
TIGIT	47779	812.3	
TIMD4	47868	20.0	
TIMP3	47936	56.2	
TLR1	48005	681.17	
TLR10	48093	69.82	
TLR2	48167	243.52	
TLR3	48255	85.15	
TLR4	48333	131.13	
TLR5	48404	61.31	
TLR6	48474	110.69	
TLR7	48551	66.41	
TLR8	48621	117.5	
TLR9	48694	76.63	
TM7SF3	48767	589.21	
TMEM173	48858	223.08	
TNC	48950	20.0	
TNF	49015	235.0	
TNFAIP3	49104	6874.71	
TNFAIP6	49210	80.04	
TNFAIP8	49289	451.28	
TNFRSF11A	49380	156.67	
TNFRSF12A	49469	39.17	
TNFRSF14	49547	137.94	
TNFRSF1A	49632	749.29	
TNFRSF1B	49722	594.32	
TNFRSF4	49816	20.0	
TNFRSF8	49889	20.0	
TNFRSF9	49966	76.63	
TNFSF10	50058	507.47	
TNFSF4	50156	192.43	
TNFSF9	50246	98.77	
TOP2A	50333	34.06	
TPSAB1	50412	20.0	
TRAF1	50479	754.4	
TRAF2	50573	301.42	
TRAF6	50661	560.26	
TRAFD1	50749	648.81	
TREM1	50843	42.57	
TREM2	50917	148.15	
TREX1	50990	185.62	
TSPAN8	51080	20.0	
TTK	51147	20.0	
TUBA1A	51223	20.0	
TUBA4A	51291	216.27	
TWISTNB	51381	187.32	
TXN	51473	1859.6	
TXNDC16	51571	279.28	
TYROBP	51662	8204.7	
USP18	51763	47.68	
VAMP2	51840	888.93	
VASP	51934	861.68	
VAV1	52026	814.0	
VAV2	52115	73.23	
VCAM1	52191	20.0	
VEGFA	52266	66.41	
VEGFC	52354	20.0	
VRK2	52423	229.89	
VTCN1	52509	20.0	
VWA5A	52575	80.04	
WAS	52651	882.12	
XCR1	52739	20.0	
YAP1	52804	49.38	
YES1	52872	1084.76	
ZFP92	52967	80.04	
ZNF148	53047	694.79	
ZNRF2	53137	1353.83	
ABCF1	53230	614.76	
AGK	53321	534.72	
ALAS1	53411	119.2	
AMMECR1L	53490	253.74	
CC2D1B	53583	488.74	
CNOT10	53674	236.71	
CNOT4	53764	488.74	
COG7	53854	291.2	
DDX50	53941	561.97	
DHX16	54031	158.37	
DNAJC14	54120	108.99	
EDC3	54205	367.83	
EIF2B4	54293	488.74	
ERCC3	54384	194.13	
FCF1	54473	1631.4	
G6PD	54570	905.96	
GPATCH3	54660	81.74	
GUSB	54739	776.53	
HDAC3	54826	357.61	
HPRT1	54916	369.53	
MRPS5	55007	895.74	
MTMR14	55096	449.57	
NOL7	55186	521.1	
NUBP1	55271	536.42	
POLR2A	55359	716.93	
PPIA	55451	8632.13	
PRPF38A	55556	1156.29	
SAP130	55660	395.08	
SDHA	55749	252.03	
SF3A3	55836	335.48	
TBP	55925	388.27	
TLK2	56010	529.61	
TMUB2	56097	156.67	
TRIM39	56186	154.97	
TUBB	56276	771.43	
USP39	56373	384.86	
ZC3H14	56462	413.81	
ZKSCAN5	56550	69.82	
ZNF143	56628	318.45	
ZNF346	56718	76.63	
ERCC_00096.1	56797	25.0	
ERCC_00041.1	56870	13.0	
ERCC_00019.1	56942	8.0	
ERCC_00076.1	57010	11.0	
ERCC_00098.1	57074	29.0	
ERCC_00126.1	57147	23.0	
ERCC_00144.1	57220	13.0	
ERCC_00154.1	57292	21.0	
ERCC_00117.1	57363	72064.0	
ERCC_00112.1	57472	23867.0	
ERCC_00002.1	57581	6935.0	
ERCC_00092.1	57678	1337.0	
ERCC_00035.1	57769	206.0	
ERCC_00034.1	57854	122.0	
